"ID","Decade","Application period","Application method","Crop","Crop height (cm)","Incorporation","Manure source","Manure DM (%)","Manure pH","Manure treatment","Air temperature (deg. C)","Wind speed (m/s)","Rainfall rate (mm/h)","Emission factor (% of applied TAN)"
"169-1980",1980,"Autumn","Trailing hose","None",0,"None","Pig",3.2,6,"Barn acidified",13.6,3.45,0.09,8.7
"336-1980",1980,"Autumn","Trailing hose","None",0,"Shallow 24 hr","Pig",3.2,6,"Barn acidified",13.6,3.45,0.09,5.3
"337-1980",1980,"Autumn","Trailing hose","None",0,"Shallow 12 hr","Pig",3.2,6,"Barn acidified",13.6,3.45,0.09,4.3
"338-1980",1980,"Autumn","Trailing hose","None",0,"Shallow 6 hr","Pig",3.2,6,"Barn acidified",13.6,3.45,0.09,3.5
"339-1980",1980,"Autumn","Trailing hose","None",0,"Shallow 4 hr","Pig",3.2,6,"Barn acidified",13.6,3.45,0.09,3.2
"162-1980",1980,"Autumn","Trailing hose","None",0,"Deep 24 hr","Pig",3.2,6,"Barn acidified",13.6,3.45,0.09,4.3
"163-1980",1980,"Autumn","Trailing hose","None",0,"Deep 12 hr","Pig",3.2,6,"Barn acidified",13.6,3.45,0.09,2.9
"164-1980",1980,"Autumn","Trailing hose","None",0,"Deep 6 hr","Pig",3.2,6,"Barn acidified",13.6,3.45,0.09,1.8
"165-1980",1980,"Autumn","Trailing hose","None",0,"Deep 4 hr","Pig",3.2,6,"Barn acidified",13.6,3.45,0.09,1.4
"139-1980",1980,"Winter-spring","Broadcast","None",0,"None","Cattle",7.3,6,"Barn acidified",10.9,3.6,0.09,39
"320-1980",1980,"Winter-spring","Broadcast","None",0,"Shallow < 12 hr","Cattle",7.3,6,"Barn acidified",10.9,3.6,0.09,23
"321-1980",1980,"Winter-spring","Broadcast","None",0,"Shallow > 12 hr","Cattle",7.3,6,"Barn acidified",10.9,3.6,0.09,23
"137-1980",1980,"Winter-spring","Broadcast","None",0,"Deep < 12 hr","Cattle",7.3,6,"Barn acidified",10.9,3.6,0.09,17
"138-1980",1980,"Winter-spring","Broadcast","None",0,"Deep > 12 hr","Cattle",7.3,6,"Barn acidified",10.9,3.6,0.09,17
"172-1980",1980,"Winter-spring","Broadcast","None",0,"None","Pig",3.2,6,"Barn acidified",10.9,3.6,0.09,20
"340-1980",1980,"Winter-spring","Broadcast","None",0,"Shallow < 12 hr","Pig",3.2,6,"Barn acidified",10.9,3.6,0.09,10
"341-1980",1980,"Winter-spring","Broadcast","None",0,"Shallow > 12 hr","Pig",3.2,6,"Barn acidified",10.9,3.6,0.09,10
"170-1980",1980,"Winter-spring","Broadcast","None",0,"Deep < 12 hr","Pig",3.2,6,"Barn acidified",10.9,3.6,0.09,7.2
"171-1980",1980,"Winter-spring","Broadcast","None",0,"Deep > 12 hr","Pig",3.2,6,"Barn acidified",10.9,3.6,0.09,7.2
